vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_hours,delayed,delivery_rating,delivery_cost
truck,standard,south,clear,165.1,14.7,4.718752176612062,no,4,869.6
van,same day,south,hot,67.5,12.57,2.8315785500928308,no,4,475.21
van,two day,central,rainy,108.1,30.73,4.788200349843745,no,4,632.69
ev van,two day,central,cold,16.3,29.95,2.346456367062918,no,5,171.35
scooter,two day,east,clear,104.7,39.85,4.507766344163343,no,4,643.05
van,express,east,cold,82.6,47.14,4.455411463242395,no,5,604.42
ev bike,two day,central,hot,234.7,0.84,6.0992703766584295,no,5,1176.02
bike,same day,west,rainy,41.3,14.88,3.204070938032525,no,4,351.14
ev bike,express,south,foggy,50.2,5.59,2.994069765912403,yes,3,317.77
ev bike,standard,west,clear,240.4,16.41,6.6279235295981795,no,3,1251.23
van,same day,north,clear,176.3,12.46,5.069800553185576,no,5,1018.88
truck,express,east,foggy,194.7,35.55,7.0286947560804585,yes,1,1130.15
van,express,east,rainy,39.6,41.08,4.43055623456455,yes,2,371.24
truck,standard,east,hot,195.8,34.28,6.429585246508281,no,5,1081.84
bike,standard,west,hot,194.0,32.5,6.524928327622896,no,4,1067.5
truck,standard,north,rainy,141.2,39.36,6.397928088093634,no,4,824.08
van,standard,central,rainy,287.7,23.56,9.113471745143467,no,4,1509.18
bike,two day,south,cold,82.2,7.44,4.013714150129282,no,5,433.32
ev bike,standard,south,foggy,173.2,21.38,5.82060653638155,no,3,930.14
bike,express,east,stormy,39.7,16.16,3.690896489756552,yes,2,296.98
truck,two day,central,stormy,116.6,3.93,5.604319273643447,no,4,594.79
ev van,standard,central,hot,80.3,36.83,4.024514716210014,no,5,511.99
ev van,same day,east,cold,209.1,28.19,6.6046268621681135,yes,2,1230.07
truck,express,east,hot,229.0,29.53,6.79357109850572,yes,2,1283.59
ev bike,express,east,clear,257.9,21.5,6.718322023540291,yes,2,1404.0
truck,express,west,foggy,75.2,31.52,4.4868493277458255,yes,2,520.56
ev bike,same day,central,rainy,194.9,31.07,7.101795395508595,yes,2,1167.71
ev van,two day,north,rainy,152.5,14.16,6.253440626585504,no,5,804.98
van,same day,east,rainy,161.1,6.64,5.471674774358487,yes,3,925.42
van,standard,east,cold,68.2,22.54,3.9739557565851222,no,5,408.62
scooter,standard,west,cold,212.8,35.59,6.325580650365289,no,4,1170.77
ev van,same day,north,rainy,187.3,30.53,6.653975173132011,yes,2,1128.09
ev van,express,east,stormy,272.1,33.57,8.655988994896262,yes,2,1511.21
ev bike,standard,west,foggy,180.5,25.85,6.598828383678833,no,3,980.05
truck,same day,north,hot,208.6,18.25,6.328450827852061,no,4,1197.75
scooter,express,north,cold,104.1,6.77,4.493915281584295,yes,3,590.81
ev van,two day,north,foggy,57.2,42.69,4.430724508122514,no,3,414.07
bike,two day,central,foggy,284.2,5.95,7.463907489941928,no,5,1438.85
truck,standard,central,foggy,181.4,14.15,5.5365769233883855,no,4,949.45
scooter,two day,east,foggy,144.0,4.71,4.918162409738752,no,4,734.13
van,two day,central,cold,297.1,29.56,8.744220697072546,no,5,1586.68
bike,same day,east,clear,80.2,49.21,3.6023992536474108,no,5,648.63
bike,same day,central,clear,212.1,11.86,5.915872165446341,no,4,1196.08
van,express,north,foggy,68.4,26.31,4.1676253581974425,yes,3,470.93
van,express,west,foggy,132.6,46.35,5.4745855561019,yes,2,852.05
ev van,standard,west,foggy,114.4,30.75,5.231841322013242,no,5,664.25
truck,standard,west,cold,226.5,4.64,6.253652422019722,no,5,1146.42
bike,same day,east,stormy,140.8,45.78,6.535260045515614,no,5,941.34
ev van,same day,south,rainy,104.6,18.3,5.262074229374955,no,4,677.9
truck,standard,north,rainy,88.3,48.01,4.933665754922664,no,5,585.53
ev bike,express,west,clear,251.6,7.48,6.804653596060815,no,4,1330.44
ev van,same day,east,clear,63.3,45.46,3.7346631577058234,no,5,552.88
truck,standard,east,rainy,138.3,46.92,5.901779408846912,no,4,832.26
scooter,standard,north,hot,127.6,36.13,4.58422672137701,no,4,746.39
van,two day,south,cold,141.9,35.58,5.4268086629172085,no,4,816.24
ev bike,express,central,hot,200.5,46.44,6.353064274049932,no,4,1191.82
bike,express,west,cold,266.1,20.47,7.709290745042173,yes,3,1441.91
ev van,standard,west,rainy,48.1,42.91,3.8334429784691473,no,5,369.23
van,standard,north,stormy,215.3,33.28,8.46577490878292,no,4,1176.34
truck,same day,east,hot,43.7,16.75,3.0381395329902023,no,4,368.75
ev van,express,east,cold,3.6,1.22,1.8538976378368188,no,4,95.6674
ev van,express,west,rainy,3.6,37.89,3.570321615831026,yes,3,180.67
ev bike,standard,west,rainy,268.9,24.14,8.75039416832217,no,5,1416.92
scooter,two day,north,cold,254.1,40.3,7.406294276866082,no,5,1391.4
truck,two day,central,stormy,98.5,22.35,5.722023602393165,no,5,559.55
truck,express,north,hot,195.1,5.3,5.244750062405378,yes,2,1041.4
ev van,standard,east,stormy,45.8,28.11,4.418497496894451,no,4,313.33
bike,two day,south,clear,226.5,31.6,6.202698379308525,no,5,1227.3
bike,same day,south,clear,297.1,23.0,8.071787057990669,yes,3,1632.7206
bike,two day,east,rainy,283.5,8.28,8.750891267243832,no,5,1442.34
ev van,same day,east,stormy,190.5,5.41,7.300455238250141,yes,3,1068.73
truck,two day,north,cold,134.6,13.97,4.923832622722497,no,4,714.91
ev bike,standard,north,stormy,110.6,34.6,5.790127429890859,no,4,656.8
bike,same day,west,stormy,83.7,24.68,4.997862246860889,yes,3,592.54
bike,express,north,hot,26.6,25.96,2.4897956441583076,no,4,260.88
truck,two day,south,hot,63.7,20.81,3.1926505495691644,no,4,380.93
ev bike,same day,central,hot,168.0,36.68,5.7036567810356456,no,5,1050.04
van,same day,south,rainy,82.3,44.81,4.67656005013246,no,3,645.93
bike,two day,north,rainy,217.9,26.5,7.661331692993803,no,5,1169.0
van,same day,east,hot,230.6,47.33,7.557395619447042,no,4,1394.99
truck,same day,east,clear,143.5,12.68,4.712766476700472,yes,2,855.54
scooter,same day,north,hot,271.8,34.66,7.817792047412857,yes,2,1562.98
scooter,standard,east,cold,244.8,46.61,7.218450921703846,no,4,1363.83
ev bike,same day,central,stormy,24.3,48.02,4.1036815643942965,no,4,365.56
scooter,express,central,hot,240.9,4.41,6.22024492478635,no,3,1267.73
bike,standard,north,stormy,249.1,29.28,8.689663794092896,no,4,1333.34
truck,express,west,foggy,104.6,5.49,4.232309555587783,yes,1,589.47
bike,express,west,rainy,148.4,15.29,5.614526171068999,yes,1,837.87
van,express,west,stormy,22.0,32.15,3.698467179437711,yes,2,256.45
truck,express,west,cold,80.5,49.17,4.406416925464263,no,4,600.01
bike,two day,west,hot,285.5,43.97,8.303057027570723,no,5,1559.41
truck,two day,central,foggy,280.0,19.85,8.495814620535176,no,4,1459.55
ev bike,standard,south,clear,205.2,16.52,6.421718711921047,no,4,1075.56
ev van,express,north,cold,6.5,29.94,2.682204435217622,yes,2,172.32
scooter,express,south,clear,8.2,1.34,2.054787511277128,no,5,95.6674
scooter,two day,north,rainy,178.9,34.59,7.253453178034976,no,4,998.27
truck,express,north,stormy,69.8,4.56,4.620210843918723,yes,2,412.68
truck,same day,north,cold,195.9,2.03,5.292660834928136,no,5,1085.59
truck,standard,east,clear,29.7,12.75,2.7287820102935596,no,5,186.75
scooter,same day,central,rainy,296.3,12.93,8.426995275876598,yes,2,1620.29
bike,express,north,cold,35.3,37.67,3.4433706424628157,yes,1,339.51
bike,two day,west,clear,101.7,35.2,4.566304169679665,no,5,614.1
ev van,standard,central,rainy,30.2,3.36,3.434057232952606,no,4,161.08
van,express,east,clear,115.8,19.84,4.2927609295256115,no,4,688.52
van,two day,north,hot,101.6,33.11,3.9966772580905627,no,4,607.33
truck,standard,west,rainy,194.1,7.96,6.704552573811789,no,4,994.38
scooter,express,south,hot,257.9,29.19,7.862210190288527,yes,3,1427.07
van,express,north,clear,243.3,22.89,6.719403977493938,yes,3,1335.17
van,same day,east,clear,220.1,27.77,6.101630706650264,yes,2,1283.81
bike,standard,north,clear,297.1,47.27,8.723010989850565,no,5,1632.7206
truck,same day,south,clear,14.0,29.44,2.4949138034207365,no,3,258.32
scooter,two day,west,clear,237.1,47.09,7.5164611869653495,no,3,1326.77
bike,express,north,rainy,40.0,3.61,3.1558339901218053,yes,2,260.83
truck,standard,east,cold,182.8,42.84,6.495579569469051,no,4,1042.52
scooter,express,central,stormy,243.5,14.58,7.78001937179537,yes,2,1311.24
ev bike,same day,south,hot,198.8,16.93,5.892939208028751,yes,3,1144.79
truck,same day,south,clear,35.3,8.04,2.3852090080415946,no,5,300.62
bike,same day,west,cold,56.0,18.69,3.4164304767324736,no,4,436.07
ev bike,two day,west,cold,266.2,26.91,7.25686696210799,no,4,1411.73
bike,two day,east,stormy,273.3,33.15,8.665968634299217,no,5,1465.95
scooter,express,west,hot,224.2,22.27,6.9464610359261805,yes,2,1237.81
ev bike,two day,west,foggy,88.8,48.14,4.77783402432804,no,4,588.42
van,express,south,rainy,75.9,30.66,4.259766084208017,yes,3,521.48
van,standard,central,cold,22.6,13.72,2.0657184013886702,no,5,154.16
scooter,same day,south,clear,140.9,32.49,5.3327569210073795,no,5,901.97
van,two day,west,foggy,119.0,36.83,5.126058138320495,no,5,705.49
scooter,express,east,clear,74.3,2.0,3.476099811719682,yes,2,427.5
ev van,same day,east,rainy,195.4,37.28,7.366644747278707,yes,2,1188.84
ev bike,same day,central,hot,62.9,3.08,3.208820700378425,no,3,423.74
ev van,two day,central,hot,27.6,25.45,3.238911540335296,no,4,214.35
van,standard,west,cold,130.3,0.67,4.5292397343973665,no,5,652.4
ev van,standard,east,hot,218.4,8.03,6.2013801970174285,no,4,1116.09
scooter,express,south,stormy,56.0,30.31,4.767060170490934,yes,2,420.93
scooter,standard,west,cold,176.8,19.62,5.474812992934889,no,4,942.86
scooter,two day,north,stormy,27.1,12.17,3.5258889216385576,no,5,172.01
truck,same day,north,stormy,81.3,10.64,5.164100972870198,yes,1,538.42
truck,same day,west,foggy,250.6,44.52,8.298098766973178,yes,2,1486.56
bike,same day,south,rainy,44.9,28.91,3.525900312779726,no,5,411.23
truck,express,east,hot,200.2,40.75,6.154587558562136,yes,3,1173.25
ev van,standard,central,cold,5.3,30.51,2.685116055256853,no,4,118.03
van,two day,south,cold,165.1,5.53,5.6231025690360505,no,3,842.09
ev bike,express,east,hot,73.5,31.15,3.972731586462349,yes,3,510.95
truck,express,west,rainy,67.5,15.26,3.795270007141103,yes,2,433.28
ev van,express,west,hot,151.8,33.77,5.0890857709794926,yes,2,910.31
truck,express,central,cold,296.3,25.96,8.632474894167988,yes,2,1609.38
van,two day,south,foggy,71.1,48.07,4.223551487987652,no,5,499.71
bike,standard,central,rainy,166.0,24.69,6.802819534231261,no,5,904.07
ev bike,standard,south,stormy,114.4,42.5,6.180106288557348,no,5,699.5
van,standard,west,rainy,208.8,4.48,6.338924141457707,no,5,1057.44
ev van,same day,north,cold,279.0,6.79,7.696609036466819,yes,2,1515.37
scooter,standard,central,cold,127.3,7.57,4.168361470318633,no,5,659.21
van,two day,west,stormy,272.7,44.29,9.78972374400385,no,5,1496.37
ev bike,same day,south,stormy,275.1,8.98,8.898814228526739,yes,1,1502.44
bike,same day,central,rainy,261.6,47.06,9.160679137683085,yes,2,1549.18
scooter,express,north,clear,75.1,38.22,3.6357837499100367,no,3,540.16
ev bike,express,south,clear,210.7,17.91,6.555806212534932,no,4,1157.23
scooter,two day,east,clear,102.2,37.68,4.280825378542155,no,5,624.04
ev van,two day,west,foggy,57.6,24.15,3.882233628520814,no,4,360.45
truck,standard,west,rainy,139.0,20.59,5.306596226479786,no,5,756.77
ev bike,express,north,foggy,144.9,43.87,5.35114447850237,yes,3,906.11
truck,standard,central,rainy,194.3,6.93,6.451539009942088,no,5,992.29
bike,express,north,hot,97.0,8.0,3.63028447696656,no,4,559.0
ev bike,same day,central,cold,25.0,11.42,2.376437184804413,no,3,259.26
van,standard,east,clear,87.6,33.23,4.176198848604488,no,3,537.69
van,standard,east,hot,245.7,17.74,7.282843519971125,no,4,1281.72
ev bike,express,south,cold,259.2,39.03,7.947117779903943,yes,3,1463.09
scooter,same day,south,foggy,21.8,9.03,3.0592121971166604,no,4,236.09
van,same day,east,stormy,61.7,34.73,5.328606272088054,no,5,512.69
truck,standard,south,hot,18.9,49.02,3.381602214948689,no,5,241.56
truck,same day,central,stormy,150.4,47.88,7.015064250978115,yes,2,995.64
ev bike,standard,west,rainy,52.8,39.47,3.8861536810381097,no,4,382.41
bike,express,east,rainy,233.7,21.48,7.617531092670891,yes,1,1282.94
ev van,same day,west,clear,246.8,2.8,6.391555924569362,no,4,1342.4
truck,standard,north,hot,149.8,33.11,5.048704056431169,no,5,848.33
truck,same day,west,foggy,140.1,0.67,4.804577924045075,yes,1,801.61
ev van,standard,north,cold,161.4,38.89,6.1001324274217374,no,4,923.67
van,standard,north,foggy,72.7,15.26,4.05867153505333,no,5,409.28
bike,same day,west,stormy,208.1,43.6,7.795173351675369,yes,2,1271.3
bike,express,east,clear,203.2,15.27,5.398246962488045,yes,2,1111.81
ev van,express,north,clear,43.7,30.16,2.5009533339389973,no,5,358.98
ev van,express,north,stormy,92.8,0.91,5.006176058788023,yes,2,516.73
bike,same day,west,hot,143.7,44.21,5.280600627161218,no,4,951.13
ev bike,standard,east,foggy,273.5,40.49,8.396654157425925,no,5,1488.97
truck,standard,south,stormy,49.7,28.36,4.4093463063818366,no,3,333.58
bike,two day,south,rainy,22.7,4.98,2.685615768628282,no,4,128.44
ev bike,express,west,hot,40.8,34.11,2.8350249004760997,yes,1,356.33
van,same day,central,stormy,71.1,40.48,5.06699038530559,yes,1,576.94
scooter,standard,central,cold,183.5,43.5,5.918988540283255,no,4,1048.0
truck,standard,central,hot,10.2,31.56,2.8354987325840066,no,4,145.68
ev van,two day,south,cold,11.1,11.96,2.299341843484677,no,5,95.6674
scooter,express,west,cold,266.9,48.05,8.044250692406926,no,5,1528.65
truck,express,south,foggy,36.6,27.58,3.191878195201485,yes,2,315.74
ev bike,standard,north,cold,99.0,4.48,3.418515620291993,no,4,508.44
truck,express,north,foggy,108.8,47.92,5.251199558132255,yes,2,737.76
truck,standard,east,clear,238.6,46.1,7.024312332227977,no,4,1331.3
ev bike,two day,south,cold,273.7,12.57,7.676858311738209,no,5,1406.21
scooter,two day,north,clear,231.7,1.32,6.259234575563054,no,4,1162.46
bike,standard,west,clear,150.9,10.02,5.139370539408534,no,4,784.56
ev van,standard,north,stormy,162.9,27.75,6.6613033498062855,no,5,897.75
scooter,same day,central,hot,132.1,1.28,4.768963617414016,no,5,764.34
ev van,two day,east,foggy,294.1,48.68,8.665804945663206,no,4,1616.54
scooter,express,south,stormy,288.3,8.5,8.708334368801232,yes,3,1517.0
scooter,two day,south,cold,228.5,47.07,6.824255781674524,no,5,1283.71
bike,standard,west,stormy,264.4,37.82,9.025542160068895,no,4,1435.46
van,same day,central,hot,166.9,49.18,5.650622760794468,no,5,1082.04
ev van,two day,south,stormy,169.3,3.57,6.756490840374346,no,4,857.21
ev van,express,central,stormy,223.7,4.82,7.301198402783542,yes,3,1182.96
scooter,same day,central,stormy,105.9,47.36,6.356358256005963,no,4,771.58
van,express,central,cold,198.8,1.63,5.363753089957682,yes,2,1048.89
ev bike,two day,west,foggy,127.4,10.66,4.857336440255699,no,4,668.98
ev van,two day,north,foggy,276.6,10.56,8.192321538730177,no,5,1414.68
truck,two day,south,hot,107.4,26.38,4.309530119978653,no,4,616.14
scooter,two day,east,stormy,191.2,42.08,7.950967045749015,no,3,1082.24
van,standard,west,clear,6.9,35.53,2.7120102505910975,no,4,141.09
ev bike,same day,north,hot,175.0,13.96,5.006335222129568,no,4,1016.88
bike,same day,east,clear,232.9,25.53,6.888838477039547,no,4,1341.09
truck,standard,west,stormy,250.1,39.62,8.382323817658394,no,3,1369.36
ev bike,two day,north,rainy,263.4,6.44,7.766728826735703,no,5,1336.32
van,standard,east,rainy,152.0,10.19,6.201181242974236,no,4,790.57
truck,express,east,stormy,176.4,14.41,6.467827118554588,yes,2,975.23
ev bike,standard,east,clear,96.1,26.05,4.06204274513088,no,5,558.65
truck,two day,west,foggy,286.1,48.78,8.411078477964844,no,5,1576.84
bike,standard,north,clear,190.1,48.75,6.693867634943063,no,3,1096.75
truck,same day,west,clear,77.6,41.82,3.6453930199987155,no,3,613.46
scooter,same day,north,foggy,267.7,11.46,7.9443414750027666,no,5,1472.88
ev bike,standard,west,stormy,191.5,49.52,7.435388479999932,no,4,1106.69
scooter,two day,south,hot,205.7,35.77,6.292081969957007,no,5,1135.81
ev van,standard,east,cold,38.8,49.52,3.987442712372035,no,5,342.77
bike,same day,south,rainy,7.2,48.61,3.8279660319263455,no,5,281.83
ev van,standard,central,foggy,176.7,17.67,5.783414079683437,no,3,936.51
bike,same day,north,cold,51.3,1.77,2.9788036441761383,no,5,361.81
ev bike,standard,east,rainy,206.8,31.49,6.849020529334466,no,5,1128.47
van,same day,central,stormy,181.6,47.21,7.536820146816639,no,4,1149.63
scooter,same day,south,hot,98.5,2.22,3.606951850133881,no,4,599.16
scooter,same day,north,foggy,131.4,28.41,5.11341192524995,yes,3,842.23
bike,two day,south,cold,249.0,8.38,6.940702480644654,no,4,1270.14
bike,express,south,rainy,204.3,20.23,6.9106791476642,yes,3,1132.19
van,two day,north,clear,93.7,35.03,3.5915026466976023,no,5,573.59
bike,two day,central,clear,151.0,3.6,4.615086222873364,no,3,765.8
ev van,express,central,stormy,136.8,48.47,7.163221732650374,yes,3,879.41
ev bike,express,central,stormy,15.4,5.88,3.397669905220799,yes,3,144.64
van,same day,east,stormy,108.2,18.86,5.607694108923954,no,5,697.58
bike,two day,south,foggy,37.5,21.8,3.0466182388707916,no,5,252.9
ev van,standard,central,foggy,52.0,9.69,3.315503333508948,no,5,289.07
ev bike,standard,central,cold,101.8,8.9,4.269829191296164,no,4,535.7
scooter,standard,west,foggy,297.1,5.67,7.965169831165775,no,5,1510.51
bike,same day,north,hot,178.9,36.79,6.0302338276712195,no,5,1104.87
truck,express,central,cold,93.6,5.72,3.630613641459683,no,3,535.16
bike,same day,west,clear,50.1,36.68,2.806719199450948,no,5,460.54
truck,express,west,rainy,115.1,16.98,4.648356938873091,yes,2,676.44
van,express,central,stormy,83.3,47.25,5.762840278072018,yes,3,608.25
ev van,two day,south,hot,262.1,33.96,7.460495002748793,no,5,1412.38
van,express,east,cold,158.4,15.96,5.503222682717814,yes,3,889.88
van,express,south,hot,280.5,31.85,7.747843349842899,yes,2,1548.05
truck,standard,north,cold,98.3,6.63,3.849248905097695,no,5,511.39
ev van,express,east,cold,39.5,12.27,3.0909015630820056,yes,3,284.31
ev bike,two day,east,cold,256.0,10.17,6.900864290845666,no,5,1310.51
ev bike,standard,south,stormy,192.2,31.94,7.275381235803751,no,4,1056.82
scooter,express,west,hot,207.7,3.45,5.552338177770367,no,3,1098.85
van,express,south,cold,47.3,25.32,2.9560404979525403,no,4,362.46
scooter,express,central,rainy,94.8,30.34,4.562947560701103,yes,2,615.02
van,two day,west,stormy,18.4,40.81,4.148043812817418,no,3,214.43
ev bike,two day,south,stormy,82.6,4.26,4.4678106865114,no,5,425.78
bike,express,west,foggy,202.2,48.3,6.927385936603824,yes,2,1205.9
bike,same day,south,hot,242.5,30.12,7.369720111049988,yes,3,1402.86
truck,two day,east,hot,280.8,12.39,7.854452008298375,no,5,1441.17
ev bike,two day,west,cold,104.5,4.35,4.195772843469246,no,3,535.55
ev van,same day,south,rainy,78.7,32.21,5.1046519872865215,no,3,590.13
truck,standard,south,cold,255.4,32.61,7.577273817846406,no,4,1374.83
truck,express,north,cold,108.5,6.64,3.7507453879784443,no,3,612.42
scooter,express,south,stormy,123.7,15.73,5.836212024552708,yes,1,715.69
van,same day,west,foggy,66.0,5.11,3.4306746176869254,no,4,445.33
scooter,standard,north,rainy,16.8,43.41,3.5152157188154236,no,4,214.23
bike,standard,central,hot,58.6,12.25,3.613946919373522,no,4,329.75
van,two day,south,stormy,56.1,22.86,4.541988204302171,no,5,349.08
scooter,standard,south,stormy,222.9,32.17,8.437302557176542,no,4,1211.01
truck,two day,east,cold,192.2,9.82,5.683695840128726,no,3,990.46
ev bike,two day,west,hot,20.6,34.63,2.9343070374058753,no,3,206.89
ev van,two day,west,stormy,6.0,26.42,3.7309852418994263,no,5,109.26
